component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2002_mean	year_2002_median(P50)	year_2003_mean	year_2003_median(P50) 
 Lead (aerosol)	Pb	ug/m3	atomic absorption spectrometry	week	0.024	0.023	0.006	0.006 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2000_mean	year_2000_median(P50)	year_2001_mean	year_2001_median(P50)	year_2002_mean	year_2002_median(P50) 
 Nitrogen dioxide (air)	NO2	ug/m3	DOAS	day	57.982	57.633	42.842	41.300	44.109	41.225 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2000_mean	year_2001_mean	year_2002_mean 
 Ozone (air)	O3	ug/m3	DOAS	day	95.992	51.445	54.636 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2001_mean	year_2001_median(P50)	year_2002_mean	year_2002_median(P50) 
 Particulate matter < 10 µm (aerosol)	PM10	ug/m3	beta-ray attention principle	day	55.515	49.100	57.648	48.700 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2000_mean	year_2000_median(P50)	year_2001_mean	year_2001_median(P50)	year_2002_mean	year_2002_median(P50) 
 Sulphur dioxide (air)	SO2	ug/m3	DOAS	day	14.706	14.250	11.384	10.691	8.804	8.142 

