component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_1999_mean	year_1999_median(P50)	year_2000_mean	year_2000_median(P50)	year_2001_mean	year_2001_median(P50) 
 Nitrogen dioxide (air)	NO2	ug/m3	DOAS	day	18.104	15.329	14.547	12.600	10.492	8.708 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_2000_mean	year_2001_mean 
 Ozone (air)	O3	ug/m3	DOAS	day	59.443	47.639 

component_name	component_caption	measurement_unit	measurement_technique_principle	statistics_average_group	year_1999_mean	year_1999_median(P50)	year_2000_mean	year_2000_median(P50)	year_2001_mean	year_2001_median(P50) 
 Sulphur dioxide (air)	SO2	ug/m3	DOAS	day	11.193	9.227	8.486	6.442	2.161	1.923 

